# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab meta_16S_rRNA/meta_16S_rRNA.tab --viterbi /opt/linux/centos/7.x/x86_64/pkgs/ssu-align/0.1.1/share/ssu-align-0.1.1/ssu-align-0p1.cm meta_16S_rRNA.fasta
# date:       Mon Jan  7 22:59:35 2019
# num seqs:   1197
# dbsize(Mb): 1.133112
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                       target coord   query coord                         
#                                                                             ----------------------  ------------                         
# model name  target name                                                          start        stop  start   stop    bit sc   E-value  GC%
# ----------  --------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Rhizopus_stolonifer_SM_139_NODE_15909                                   81         334      1   1508     76.52         -   57
  archaea     Rhizopus_stolonifer_SM_139_NODE_5605                                    52         332      1   1508    116.36         -   60
  archaea     Rhizopus_stolonifer_SM_139_NODE_8187                                   263         391      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_139_NODE_3347                                   479         500      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_139_NODE_3347                                   513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_139_NODE_38457                                    1         225      1   1508    103.48         -   58
  archaea     Rhizopus_stolonifer_SM19-2_NODE_5272                                    51        1485      1   1508    680.02         -   56
  archaea     Rhizopus_stolonifer_SM19-2_NODE_5272                                   184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM19-2_NODE_24698                                    6         902      1   1508    305.20         -   55
  archaea     Rhizopus_stolonifer_SM19-2_NODE_17570                                    1         602      1   1508    328.15         -   56
  archaea     Rhizopus_stolonifer_SM19-2_NODE_68807                                   39         478      1   1508    227.51         -   56
  archaea     Rhizopus_stolonifer_SM19-2_NODE_18816                                  700         771      1   1508     22.31         -   44
  archaea     Rhizopus_stolonifer_SM19-2_NODE_18816                                  646         630      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM19-2_NODE_3063                                   176         247      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM19-2_NODE_3063                                   795         781      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM19-2_NODE_138775                                   2         223      1   1508    163.06         -   57
  archaea     Rhizopus_stolonifer_SM19-2_NODE_31784                                  608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM19-2_NODE_31784                                  513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM19-2_NODE_144587                                  33         217      1   1508     45.96         -   56
  archaea     Rhizopus_stolonifer_SM19-2_NODE_69034                                  251         379      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM19-2_NODE_106276                                   1         280      1   1508     27.32         -   58
  archaea     Rhizopus_stolonifer_SM19-2_NODE_151782                                  51         134      1   1508     30.92         -   57
  archaea     Rhizopus_stolonifer_SM19-2_NODE_131188                                   3         168      1   1508     31.78         -   28
  archaea     Rhizopus_stolonifer_SM19-2_NODE_102716                                  12          59      1   1508      4.94         -   54
  archaea     Rhizopus_oryzae_Went_Prinsen_Geerlings_NRRL_3563_NODE_5                207         249      1   1508      7.40         -   40
  archaea     Absidia_cylindrospora_var._nigra_NRRL_3031_NODE_18585                  126         200      1   1508      3.66         -   45
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11670               2         239      1   1508    140.07         -   53
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11059               3         261      1   1508    110.84         -   60
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11115               1         147      1   1508     14.83         -   63
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11604              13         242      1   1508    102.44         -   50
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11604             143         135      1   1508      1.76         -   44
  archaea     Mucor_petrinsularis_var._echinosporus_NRRL_3141_NODE_11939               1         133      1   1508     54.69         -   56
  archaea     Rhizopus_stolonifer_SM148_NODE_23                                       51        1485      1   1508    695.84         -   56
  archaea     Rhizopus_stolonifer_SM148_NODE_23                                      184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM148_NODE_136                                     119        1144      1   1508    560.93         -   54
  archaea     Rhizopus_stolonifer_SM148_NODE_136                                      71          56      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM148_NODE_14626                                   208         316      1   1508     56.92         -   56
  archaea     Rhizopus_stolonifer_SM148_NODE_713                                       6         353      1   1508     79.01         -   57
  archaea     Rhizopus_stolonifer_SM148_NODE_28287                                     1         243      1   1508    141.27         -   57
  archaea     Rhizopus_stolonifer_SM148_NODE_18463                                   145         260      1   1508     25.38         -   58
  archaea     Rhizopus_stolonifer_SM148_NODE_3609                                    254         382      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM148_NODE_232                                     608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM148_NODE_232                                     513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM148_NODE_50040                                    77         206      1   1508     22.74         -   56
  archaea     Rhizopus_stolonifer_SM148_NODE_25078                                    16         168      1   1508     22.06         -   47
  archaea     Rhizopus_stolonifer_SM_4_NODE_842                                       50        1533      1   1508    582.02         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_842                                      667         657      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_878                                       51        1537      1   1508    605.07         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_878                                      464         449      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM_4_NODE_1052                                      51        1075      1   1508    471.37         -   59
  archaea     Rhizopus_stolonifer_SM_4_NODE_2031                                       6         802      1   1508    244.41         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_10797                                    263         391      1   1508     23.68         -   38
  archaea     Rhizopus_stolonifer_SM_4_NODE_5439                                     181         252      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_4_NODE_33984                                      7         197      1   1508     18.26         -   47
  archaea     Rhizopus_stolonifer_SM_4_NODE_40148                                     26         199      1   1508     80.05         -   51
  archaea     Rhizopus_stolonifer_SM_4_NODE_140                                       83         156      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM_4_NODE_140                                      209         195      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_4_NODE_2045.1                                     9          30      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_4_NODE_2045.1                                    43          33      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_150                                        1          52      1   1508     57.81         -   56
  archaea     Rhizopus_stolonifer_SM_4_NODE_7348                                       1          52      1   1508     57.81         -   56
  archaea     Rhizopus_stolonifer_SM_4_NODE_128                                        1          50      1   1508     55.22         -   56
  archaea     Rhizopus_stolonifer_SM25_NODE_38534                                      3         553      1   1508    342.95         -   55
  archaea     Rhizopus_stolonifer_SM25_NODE_2505                                     700         771      1   1508     22.31         -   44
  archaea     Rhizopus_stolonifer_SM25_NODE_2505                                     646         630      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM25_NODE_555                                       52         374      1   1508     73.38         -   58
  archaea     Rhizopus_stolonifer_SM25_NODE_555                                      185         177      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM25_NODE_67573                                    171         399      1   1508    107.20         -   55
  archaea     Rhizopus_stolonifer_SM25_NODE_67573                                    353         344      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM25_NODE_35528                                      2         345      1   1508    200.40         -   58
  archaea     Rhizopus_stolonifer_SM25_NODE_21                                       176         247      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM25_NODE_21                                       795         781      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM25_NODE_76139                                     40         371      1   1508     40.90         -   58
  archaea     Rhizopus_stolonifer_SM25_NODE_132666                                     7         254      1   1508    142.24         -   55
  archaea     Rhizopus_stolonifer_SM25_NODE_77437                                    190         318      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM25_NODE_131352                                    51         171      1   1508     65.52         -   57
  archaea     Rhizopus_stolonifer_SM25_NODE_84531                                     71         125      1   1508     58.12         -   56
  archaea     Rhizopus_stolonifer_SM25_NODE_116458                                   152         173      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM25_NODE_116458                                   186         176      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM25_NODE_144946                                    16         168      1   1508     22.06         -   47
  archaea     Rhizopus_stolonifer_SM16_NODE_12                                       219         290      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM16_NODE_12                                       165         149      1   1508      1.05         -   41
  archaea     Rhizopus_japonicus_NRRL_1898_NODE_31                                   116         103      1   1508     -0.72         -   57
  archaea     Rhizopus_americanus_NRRL_66675_NODE_234                                 50        1527      1   1508    578.32         -   56
  archaea     Rhizopus_americanus_NRRL_66675_NODE_234                                709         659      1   1508     -0.17         -   47
  archaea     Rhizopus_hangchao_NRRL_2874_NODE_4                                     166         204      1   1508      4.76         -   44
  archaea     Mortierella_elongata_GBA24_NODE_1.2                                    474         530      1   1508     29.03         -   49
  archaea     Rhizopus_stolonifer_SM87_NODE_6.1                                       65         193      1   1508     11.55         -   39
  archaea     Rhizopus_stolonifer_SM87_NODE_5                                        138         203      1   1508      5.37         -   42
  archaea     Rhizopus_stolonifer_SM87_NODE_5                                        179         171      1   1508     -0.88         -   56
  archaea     Rhizopus_stolonifer_SM65-2_NODE_73                                       7        1159      1   1508    594.17         -   55
  archaea     Rhizopus_stolonifer_SM65-2_NODE_427                                      1         428      1   1508    274.62         -   57
  archaea     Rhizopus_stolonifer_SM65-2_NODE_3099                                    39         346      1   1508    177.63         -   55
  archaea     Rhizopus_stolonifer_SM65-2_NODE_2140                                    57         219      1   1508     46.79         -   57
  archaea     Rhizopus_stolonifer_SM65-2_NODE_55                                      51         302      1   1508     55.68         -   57
  archaea     Rhizopus_stolonifer_SM65-2_NODE_55                                     184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM65-2_NODE_5037                                   190         230      1   1508      3.40         -   44
  archaea     Rhizopus_stolonifer_SM65-2_NODE_12021                                    6         159      1   1508     17.59         -   56
  archaea     Rhizopus_stolonifer_SM65-2_NODE_5275                                    18          39      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM65-2_NODE_5275                                    52          42      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM65-2_NODE_23519                                    7          16      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM9_NODE_53                                         52        1548      1   1508    775.58         -   54
  archaea     Coemansia_sp._RSA_518_NODE_16                                          659         706      1   1508      4.61         -   46
  archaea     Coemansia_sp._RSA_518_NODE_16                                          241         229      1   1508      0.03         -   38
  archaea     Coemansia_sp._RSA_518_NODE_3218                                         20         241      1   1508     11.88         -   53
  archaea     Coemansia_sp._RSA_518_NODE_16.1                                        346         388      1   1508     18.43         -   40
  archaea     Coemansia_sp._RSA_518_NODE_16.2                                         14          76      1   1508     -0.53         -   44
  archaea     Rhizopus_chungkuoensis_NRRL_2873_NODE_856                              134         142      1   1508     -0.28         -   33
  archaea     Phycomyces_theobromatus_NRRL_1467_NODE_9328                             41         515      1   1508    264.81         -   53
  archaea     Phycomyces_theobromatus_NRRL_1467_NODE_13308                           112         327      1   1508     92.23         -   53
  archaea     Phycomyces_theobromatus_NRRL_1467_NODE_13308                           319         305      1   1508      0.01         -   53
  archaea     Phycomyces_theobromatus_NRRL_1467_NODE_17745                            16         195      1   1508     40.36         -   61
  archaea     Phycomyces_theobromatus_NRRL_1467_NODE_16841                             1         228      1   1508     46.71         -   54
  archaea     Rhizopus_stolonifer_SM_135_NODE_1                                      831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM_135_NODE_1                                      777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM_135_NODE_55181                                  167         297      1   1508     67.37         -   52
  archaea     Rhizopus_stolonifer_SM_135_NODE_55181                                  118          99      1   1508      0.79         -   35
  archaea     Rhizopus_stolonifer_SM_135_NODE_33892                                  324         452      1   1508     11.55         -   39
  archaea     Rhizopus_stolonifer_SM_135_NODE_33892                                   83          61      1   1508      0.52         -   39
  archaea     Rhizopus_stolonifer_SM_135_NODE_37473                                  147         266      1   1508     20.72         -   40
  archaea     Rhizopus_stolonifer_SM_135_NODE_37473                                  188         180      1   1508     -0.88         -   56
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_4826                         50        1531      1   1508    697.06         -   53
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_3624                         51        1538      1   1508    673.22         -   53
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_3639                         50        1532      1   1508    578.09         -   55
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_3639                        667         657      1   1508      1.79         -   55
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_21849                         7         159      1   1508     22.06         -   47
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_1677                        128         149      1   1508      5.35         -   45
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_11814                  8         335      1   1508    155.64         -   52
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_14387                 11         190      1   1508     54.01         -   61
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_14678                 37         255      1   1508     35.88         -   50
  archaea     Coemansia_sp._RSA_1933_NODE_17                                         665         797      1   1508     17.72         -   38
  archaea     Coemansia_sp._RSA_1933_NODE_6136                                         1         226      1   1508     61.37         -   50
  archaea     Coemansia_sp._RSA_1933_NODE_5742                                       125         255      1   1508     56.99         -   58
  archaea     Coemansia_sp._RSA_1933_NODE_6389                                         1         212      1   1508     80.10         -   54
  archaea     Coemansia_sp._RSA_1933_NODE_17.1                                       348         387      1   1508     18.11         -   43
  archaea     Coemansia_sp._RSA_1933_NODE_5886                                        68         237      1   1508     31.67         -   47
  archaea     Coemansia_sp._RSA_1933_NODE_3504                                        35         203      1   1508      4.09         -   46
  archaea     Coemansia_sp._RSA_1933_NODE_2962                                       206         260      1   1508      9.52         -   45
  archaea     Rhizopus_stolonifer_SM_100_NODE_25                                       6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_100_NODE_223                                    490         511      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_100_NODE_223                                    524         514      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_100_NODE_472                                     51         110      1   1508      6.20         -   62
  archaea     Rhizopus_stolonifer_SM_100_NODE_9116                                    33         109      1   1508     61.20         -   58
  archaea     Rhizopus_stolonifer_SM113_NODE_25                                      104         175      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM113_NODE_25                                      723         709      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM113_NODE_168                                       1         187      1   1508    112.33         -   54
  archaea     Rhizopus_stolonifer_SM113_NODE_25.1                                      1          22      1   1508      1.61         -   59
  archaea     Rhizopus_acetoinus_NRRL_549_NODE_3                                     220         262      1   1508     13.86         -   42
  archaea     Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240_NODE_495                 50        1525      1   1508    559.45         -   56
  archaea     Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240_NODE_17800               13          34      1   1508      1.61         -   59
  archaea     Circinella_simplex_CBS_142.35_NODE_3876                                 50        1533      1   1508    655.50         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_4442                                 51        1537      1   1508    605.07         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_4442                                464         449      1   1508      0.88         -   44
  archaea     Circinella_simplex_CBS_142.35_NODE_6666                                146         730      1   1508    288.61         -   54
  archaea     Circinella_simplex_CBS_142.35_NODE_6666                                328         319      1   1508      0.79         -   40
  archaea     Circinella_simplex_CBS_142.35_NODE_7847                                  6         381      1   1508     83.83         -   57
  archaea     Circinella_simplex_CBS_142.35_NODE_5040                                 51         362      1   1508     68.39         -   54
  archaea     Circinella_simplex_CBS_142.35_NODE_2644                                 39           4      1   1508     -0.64         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_12655                                 1          52      1   1508     57.81         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_3406                                  1          52      1   1508     57.81         -   56
  archaea     Rhizopus_microsporus_NRRL_5553_NODE_1502                                50        1527      1   1508    578.32         -   56
  archaea     Rhizopus_microsporus_NRRL_5553_NODE_1502                               709         659      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM_17_NODE_2664                                      2         780      1   1508    463.05         -   56
  archaea     Rhizopus_stolonifer_SM_17_NODE_1861                                      6         802      1   1508    244.41         -   55
  archaea     Rhizopus_stolonifer_SM_17_NODE_1828                                     50         796      1   1508    135.75         -   55
  archaea     Rhizopus_stolonifer_SM_17_NODE_1828                                    667         657      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_17_NODE_25572                                     6         203      1   1508    132.39         -   56
  archaea     Rhizopus_stolonifer_SM_17_NODE_7467                                    244         371      1   1508     20.32         -   38
  archaea     Rhizopus_stolonifer_SM_17_NODE_3698                                     50         156      1   1508     33.44         -   55
  archaea     Rhizopus_stolonifer_SM_17_NODE_1201.1                                    4          57      1   1508     57.18         -   57
  archaea     Rhizopus_stolonifer_SM_17_NODE_26108                                     1          52      1   1508     57.81         -   56
  archaea     Rhizopus_stolonifer_SM_17_NODE_493                                       1          52      1   1508     57.81         -   56
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_159                            430         719      1   1508     33.90         -   39
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_159                             49          36      1   1508      1.32         -   43
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_1676                           104         951      1   1508    192.27         -   41
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_1676                            40          31      1   1508      0.79         -   40
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_159.1                          192         234      1   1508     20.49         -   42
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_159.1                          464         448      1   1508      1.05         -   41
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_1676.1                         230         284      1   1508     28.15         -   60
  archaea     Conidiobolus_lamprauges_ARSEF_2338_NODE_1676.1                         166         152      1   1508     -0.60         -   47
  archaea     Rhizopus_stolonifer_SM122_NODE_48                                      108         179      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM122_NODE_48                                       54          38      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM122_NODE_48.1                                     11          32      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM43_NODE_50                                       221         292      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM43_NODE_50                                       167         151      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM43_NODE_50.1                                     167         158      1   1508     -0.16         -   40
  archaea     Rhizopus_arrhizus_NRRL_5896_NODE_4.1                                   225         267      1   1508      3.37         -   35
  archaea     Rhizopus_stolonifer_SM2-2_NODE_66                                      139        1165      1   1508    577.47         -   55
  archaea     Rhizopus_stolonifer_SM2-2_NODE_66                                      321         312      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM2-2_NODE_186                                       6         924      1   1508    327.51         -   55
  archaea     Rhizopus_stolonifer_SM2-2_NODE_5507                                      1         598      1   1508    327.68         -   57
  archaea     Rhizopus_stolonifer_SM2-2_NODE_11                                       51         710      1   1508    173.79         -   57
  archaea     Rhizopus_stolonifer_SM2-2_NODE_11                                      184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM2-2_NODE_23606                                     3         335      1   1508    141.06         -   52
  archaea     Rhizopus_stolonifer_SM2-2_NODE_34124                                     4         290      1   1508    173.30         -   53
  archaea     Rhizopus_stolonifer_SM2-2_NODE_49059                                     1         225      1   1508    147.28         -   59
  archaea     Rhizopus_stolonifer_SM2-2_NODE_67270                                    24         203      1   1508     42.95         -   62
  archaea     Rhizopus_stolonifer_SM2-2_NODE_3356                                    199         270      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM2-2_NODE_660                                     608         706      1   1508      5.19         -   44
  archaea     Rhizopus_stolonifer_SM2-2_NODE_660                                     513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM2-2_NODE_6312                                    248         376      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM2-2_NODE_21659                                    51         238      1   1508     58.46         -   55
  archaea     Rhizopus_stolonifer_SM2-2_NODE_81564                                     1         183      1   1508     87.76         -   54
  archaea     Rhizopus_stolonifer_SM2-2_NODE_5586                                    245         318      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM2-2_NODE_5586                                    371         357      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM2-2_NODE_36727                                    50         110      1   1508      8.17         -   61
  archaea     Rhizopus_stolonifer_SM2-2_NODE_65742                                   144         200      1   1508     29.75         -   53
  archaea     Rhizopus_stolonifer_SM2-2_NODE_45337                                    52         148      1   1508     35.56         -   55
  archaea     Rhizopus_stolonifer_SM2-2_NODE_30819                                    51         117      1   1508      4.65         -   64
  archaea     Rhizopus_stolonifer_SM2-2_NODE_62811                                    31          84      1   1508     57.18         -   57
  archaea     Rhizopus_stolonifer_SM2-2_NODE_28311                                   120         148      1   1508      9.78         -   55
  archaea     Rhizopus_microsporus_NRRL_5558_NODE_1403                                50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_microsporus_NRRL_5558_NODE_1403                               707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_161                                 50        1527      1   1508    578.32         -   56
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_161                                709         659      1   1508     -0.17         -   47
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_3535                                51        1124      1   1508    422.63         -   54
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_3535                               692         680      1   1508     -0.63         -   46
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_2259                                 1          50      1   1508     55.22         -   56
  archaea     Mortierella_ovata_NRRL_13128_NODE_1965                                   1         231      1   1508    133.51         -   53
  archaea     Mortierella_ovata_NRRL_13128_NODE_1841                                 210         252      1   1508     14.30         -   47
  archaea     Rhizopus_stolonifer_SM_76_NODE_19.3                                      6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_76_NODE_14.2                                    685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_76_NODE_14.2                                   1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_76_NODE_40300                                   255         295      1   1508      3.40         -   44
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_1414                             662         784      1   1508     39.02         -   41
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2085                             107         940      1   1508    208.16         -   43
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2085                              43          34      1   1508      0.79         -   40
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2085.1                           229         283      1   1508     28.15         -   60
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2085.1                           172         154      1   1508     -0.96         -   37
  archaea     Absidia_corymbifera_Cohn_Saccardo_Trotter_NRRL_1334_NODE_17786         147         219      1   1508      2.68         -   51
  archaea     Coemansia_umbellata_BCRC_34882_NODE_294                                584         816      1   1508     55.67         -   42
  archaea     Coemansia_umbellata_BCRC_34882_NODE_294                                258         244      1   1508      3.85         -   40
  archaea     Coemansia_umbellata_BCRC_34882_NODE_256                                659         790      1   1508      8.14         -   40
  archaea     Coemansia_umbellata_BCRC_34882_NODE_256.1                              346         385      1   1508     18.11         -   43
  archaea     Coemansia_umbellata_BCRC_34882_NODE_768                                 89         188      1   1508     28.41         -   45
  archaea     Coemansia_umbellata_BCRC_34882_NODE_768                                105          89      1   1508      1.28         -   47
  archaea     Coemansia_umbellata_BCRC_34882_NODE_294.1                                8          57      1   1508      8.55         -   42
  archaea     Coemansia_umbellata_BCRC_34882_NODE_384                                105         169      1   1508     14.00         -   43
  archaea     Coemansia_umbellata_BCRC_34882_NODE_484                                243         272      1   1508     19.05         -   67
  archaea     Rhizopus_stolonifer_SM24_NODE_70                                        52        1547      1   1508    753.60         -   53
  archaea     Rhizopus_stolonifer_SM24_NODE_442                                       50        1531      1   1508    687.66         -   54
  archaea     Rhizopus_stolonifer_SM42_NODE_1                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM42_NODE_1                                        777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM42_NODE_11173                                    169         183      1   1508     -0.81         -   33
  archaea     Rhizopus_stolonifer_SM79_NODE_4                                         51        1194      1   1508    494.96         -   56
  archaea     Rhizopus_stolonifer_SM79_NODE_4                                        184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM79_NODE_1661                                     205         593      1   1508    226.36         -   55
  archaea     Rhizopus_stolonifer_SM79_NODE_2416                                       4         500      1   1508    325.37         -   57
  archaea     Rhizopus_stolonifer_SM79_NODE_16                                         1         303      1   1508    190.07         -   58
  archaea     Rhizopus_stolonifer_SM79_NODE_15463                                      1         285      1   1508     85.00         -   54
  archaea     Rhizopus_stolonifer_SM79_NODE_3370                                     323         451      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM79_NODE_3370                                      79          57      1   1508      0.52         -   30
  archaea     Rhizopus_stolonifer_SM79_NODE_604                                      608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM79_NODE_604                                      513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM79_NODE_38641                                    100         150      1   1508     29.12         -   55
  archaea     Rhizopus_stolonifer_SM79_NODE_8484                                      12          80      1   1508     86.34         -   58
  archaea     Rhizopus_microsporus_NRRL_13129_NODE_1494                               50        1527      1   1508    582.45         -   56
  archaea     Rhizopus_microsporus_NRRL_13129_NODE_1494                              709         659      1   1508     -0.17         -   47
  archaea     Fennellomyces_heterothallicus_RSA_2348_NODE_2342                         1         185      1   1508     25.71         -   50
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_14327                               2         299      1   1508    123.24         -   52
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_13892                             251         313      1   1508      8.04         -   57
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_15701                              41         238      1   1508     95.01         -   55
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_16091                              89         248      1   1508     60.41         -   57
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_16091                             251         239      1   1508     -0.63         -   46
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_16753                               9         186      1   1508     38.77         -   46
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_16753                             125         117      1   1508     -0.28         -   44
  archaea     Absidia_cylindrospora_NRRL_1343_NODE_18145                              50         135      1   1508      2.17         -   51
  archaea     Rhizopus_stolonifer_SM104_NODE_399                                      63         136      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM104_NODE_399                                     189         175      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_129_NODE_26                                       6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_129_NODE_12247                                    4         297      1   1508    189.77         -   56
  archaea     Rhizopus_stolonifer_SM_129_NODE_38196                                   17         261      1   1508    136.84         -   52
  archaea     Rhizopus_stolonifer_SM_129_NODE_38196                                  154         145      1   1508      0.79         -   40
