# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab spades_16S_rRNA/spades_16S_rRNA.tab --viterbi /opt/linux/centos/7.x/x86_64/pkgs/ssu-align/0.1.1/share/ssu-align-0.1.1/ssu-align-0p1.cm spades_16S_rRNA.fasta
# date:       Mon Jan  7 23:03:26 2019
# num seqs:   801
# dbsize(Mb): 0.871186
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                       target coord   query coord                         
#                                                                             ----------------------  ------------                         
# model name  target name                                                          start        stop  start   stop    bit sc   E-value  GC%
# ----------  --------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Actinomucor_elegans_NRRL_1706_NODE_4343                                 37        1065      1   1508    614.50         -   55
  archaea     Actinomucor_elegans_NRRL_1706_NODE_124                                   6         386      1   1508     84.07         -   57
  archaea     Actinomucor_elegans_NRRL_1706_NODE_22395                                42          63      1   1508      7.73         -   64
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_1339                         50        1531      1   1508    697.06         -   53
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_1738                         50        1525      1   1508    549.97         -   55
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_1738                        667         657      1   1508      1.79         -   55
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_10952                         4         615      1   1508    225.94         -   55
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_10952                       153         138      1   1508      0.88         -   44
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_6675                         51         354      1   1508     36.07         -   58
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_596                         183         225      1   1508      4.58         -   51
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_18148                         7         159      1   1508     22.06         -   47
  archaea     Syncephalastrum_verruculosum_RSA_2127_NODE_307                         128         170      1   1508     11.77         -   49
  archaea     Mortierella_sp_NVP85_NODE_8558                                         121         159      1   1508      8.82         -   44
  archaea     Mucor_miehei_NRRL_5283_NODE_14719                                       45         305      1   1508     59.11         -   41
  archaea     Mucor_miehei_NRRL_5283_NODE_4425                                        45         226      1   1508     18.92         -   43
  archaea     Mucor_miehei_NRRL_5283_NODE_3004                                       105         173      1   1508     19.43         -   43
  archaea     Mucor_miehei_NRRL_5283_NODE_3004                                        40          31      1   1508      0.79         -   40
  archaea     Mucor_miehei_NRRL_5283_NODE_37                                         160         202      1   1508     11.77         -   49
  archaea     Rhizopus_arrhizus_NRRL_66595_NODE_60                                   222         286      1   1508     21.92         -   42
  archaea     Rhizopus_arrhizus_NRRL_66595_NODE_60                                   297         285      1   1508      0.15         -   38
  archaea     Absidia_zychae_NRRL_A-23515_NODE_392                                    43         213      1   1508     27.75         -   37
  archaea     Absidia_zychae_NRRL_A-23515_NODE_496                                   134         176      1   1508      4.76         -   49
  archaea     Lichtheimia_ramosa_NRRL_1335_NODE_3425                                   1         217      1   1508     38.41         -   50
  archaea     Mortierella_epicladia_AD058_NODE_60                                     50         175      1   1508      7.26         -   56
  archaea     Mucor_foenicola_NRRL_A-10991_NODE_18258                                  2         646      1   1508    139.18         -   53
  archaea     Mucor_foenicola_NRRL_A-10991_NODE_18258                                642         628      1   1508      0.01         -   53
  archaea     Mucor_foenicola_NRRL_A-10991_NODE_32183                                  1         152      1   1508     24.92         -   63
  archaea     Mucor_foenicola_NRRL_A-10991_NODE_32515                                  6         273      1   1508    151.59         -   57
  archaea     Mucor_foenicola_NRRL_A-10991_NODE_32437                                 63         253      1   1508    124.53         -   54
  archaea     Mucor_sp._NRRL_A-25793_NODE_6148                                         4         208      1   1508     39.55         -   50
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_7158                           677         799      1   1508     41.98         -   41
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1427                             1         702      1   1508    136.33         -   43
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1427                           423         411      1   1508     -0.63         -   46
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1194                             1         704      1   1508     80.76         -   39
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1194                           425         413      1   1508     -0.63         -   46
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_14185                          104         309      1   1508     60.31         -   44
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_14185                           40          31      1   1508      0.79         -   40
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_10498                          182         222      1   1508      9.01         -   41
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_16800                            1         108      1   1508     59.56         -   48
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_10316                           19         249      1   1508     49.09         -   43
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_27159                            1         108      1   1508     81.15         -   50
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_17843                           52         282      1   1508     39.77         -   45
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_15255                          228         282      1   1508     28.15         -   60
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_15255                          171         153      1   1508     -0.96         -   37
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_28077                            1          88      1   1508     66.21         -   52
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_4115                             4         230      1   1508     14.43         -   42
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1194.1                           2         232      1   1508     29.70         -   42
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_20036                            1         146      1   1508     49.28         -   49
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_20036                           18           6      1   1508     -0.63         -   46
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_16881                            1          67      1   1508      8.88         -   48
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_14951                          256         298      1   1508     15.88         -   47
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_14951                           19           7      1   1508     -0.63         -   46
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_27387                           69         138      1   1508     19.89         -   49
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_27143                          119         152      1   1508     10.36         -   38
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_1427.1                           2         231      1   1508     14.04         -   41
  archaea     Conidiobolus_megalotocus_NRRL_3011_NODE_7255                            27         255      1   1508      7.47         -   43
  archaea     Rhizopus_hangchao_NRRL_5545_NODE_5                                     239         281      1   1508      6.87         -   37
  archaea     Rhizopus_stolonifer_SM_87_NODE_84                                       51        1478      1   1508    691.28         -   56
  archaea     Rhizopus_stolonifer_SM_87_NODE_84                                      635         626      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM_87_NODE_412                                      50        1525      1   1508    552.68         -   55
  archaea     Rhizopus_stolonifer_SM_87_NODE_412                                     667         657      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_87_NODE_189                                      11        1312      1   1508    652.79         -   55
  archaea     Rhizopus_stolonifer_SM_87_NODE_212                                      11        1309      1   1508    594.38         -   54
  archaea     Rhizopus_stolonifer_SM_87_NODE_212                                     236         221      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM_87_NODE_2658                                     87         769      1   1508    402.96         -   60
  archaea     Rhizopus_stolonifer_SM_87_NODE_40473                                     1         226      1   1508    160.11         -   55
  archaea     Rhizopus_stolonifer_SM_87_NODE_40320                                     1         199      1   1508     95.82         -   56
  archaea     Rhizopus_stolonifer_SM_87_NODE_78                                      390         463      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM_87_NODE_78                                      516         502      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_87_NODE_1451                                    608         706      1   1508      5.19         -   44
  archaea     Rhizopus_stolonifer_SM_87_NODE_1451                                    513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_87_NODE_7455                                      6         285      1   1508     66.34         -   57
  archaea     Rhizopus_stolonifer_SM_87_NODE_5178                                    105         176      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_87_NODE_26408                                    51         222      1   1508     57.67         -   56
  archaea     Rhizopus_stolonifer_SM_87_NODE_680                                      50         118      1   1508      3.38         -   57
  archaea     Rhizopus_stolonifer_SM_87_NODE_1080                                     20          74      1   1508     63.45         -   58
  archaea     Rhizopus_stolonifer_SM_87_NODE_128                                      20          74      1   1508     63.45         -   58
  archaea     Rhizopus_stolonifer_SM10_NODE_2                                        685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM10_NODE_2                                       1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM10_NODE_50                                        51         158      1   1508     25.75         -   57
  archaea     Rhizopus_stolonifer_SM_76_NODE_19                                        6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_76_NODE_30                                      498         519      1   1508      1.61         -   59
  archaea     Mortierella_elongata_GBA24_NODE_1                                      474         530      1   1508     29.03         -   49
  archaea     Rhizopus_cohnii_NRRL_1517_NODE_6662                                    163         205      1   1508     11.57         -   44
  archaea     Mucor_hiemalis_NRRL_A-28298_NODE_1463                                   22         111      1   1508     49.69         -   48
  archaea     Rhizopus_liquefaciens_NRRL_1514_NODE_3                                  50        1525      1   1508    569.84         -   56
  archaea     Rhizopus_liquefaciens_NRRL_1514_NODE_3                                 707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM_40_NODE_119                                       6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_40_NODE_76                                       51        1478      1   1508    691.28         -   56
  archaea     Rhizopus_stolonifer_SM_40_NODE_76                                      635         626      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM_40_NODE_425                                      51        1497      1   1508    754.16         -   59
  archaea     Rhizopus_stolonifer_SM_40_NODE_90                                       51        1537      1   1508    605.07         -   55
  archaea     Rhizopus_stolonifer_SM_40_NODE_90                                      464         449      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM_40_NODE_807                                     143        1436      1   1508    544.23         -   55
  archaea     Rhizopus_stolonifer_SM_40_NODE_807                                     578         568      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_40_NODE_20018                                    52         332      1   1508    116.36         -   60
  archaea     Rhizopus_stolonifer_SM_40_NODE_16414                                   258         386      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_40_NODE_180                                     601         696      1   1508      3.96         -   44
  archaea     Rhizopus_stolonifer_SM_40_NODE_180                                     506         496      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_40_NODE_7783                                    104         175      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_40_NODE_21                                       50         110      1   1508      8.17         -   61
  archaea     Rhizopus_stolonifer_SM_40_NODE_819                                      50         118      1   1508      3.38         -   57
  archaea     Rhizopus_stolonifer_SM_40_NODE_7616                                      8          41      1   1508      3.09         -   41
  archaea     Rhizopus_stolonifer_SM_40_NODE_7616                                     94          80      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_28_NODE_18                                        6        1105      1   1508    394.03         -   55
  archaea     Rhizopus_stolonifer_SM_28_NODE_16                                        3         499      1   1508    327.17         -   57
  archaea     Rhizopus_stolonifer_SM_28_NODE_15                                        3         491      1   1508    330.86         -   56
  archaea     Rhizopus_stolonifer_SM_135_NODE_8                                      831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM_135_NODE_8                                      777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM_135_NODE_39180                                  324         452      1   1508     11.55         -   39
  archaea     Rhizopus_stolonifer_SM_135_NODE_42788                                  147         266      1   1508     27.50         -   41
  archaea     Rhizopus_stolonifer_SM_135_NODE_42788                                  188         180      1   1508     -0.88         -   56
  archaea     Rhizopus_stolonifer_SM69_NODE_33                                        51         934      1   1508    357.99         -   56
  archaea     Rhizopus_stolonifer_SM69_NODE_33                                       184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM69_NODE_267                                      258         359      1   1508      8.66         -   35
  archaea     Coemansia_umbellata_BCRC_34882_NODE_358                                584         816      1   1508     63.92         -   42
  archaea     Coemansia_umbellata_BCRC_34882_NODE_358                                258         244      1   1508      3.85         -   40
  archaea     Coemansia_umbellata_BCRC_34882_NODE_118                                659         790      1   1508      8.14         -   40
  archaea     Coemansia_umbellata_BCRC_34882_NODE_118.1                              346         385      1   1508     18.11         -   43
  archaea     Coemansia_umbellata_BCRC_34882_NODE_161                                105         269      1   1508     36.03         -   47
  archaea     Coemansia_umbellata_BCRC_34882_NODE_161.1                              546         585      1   1508     23.30         -   65
  archaea     Mucor_circinelloides_f._lusitanicus_NRRL_3629_NODE_29                   36         222      1   1508    117.45         -   57
  archaea     Absidia_hyalospora_NRRL_1330_NODE_13804                                  3         228      1   1508      8.05         -   47
  archaea     Absidia_hyalospora_NRRL_1330_NODE_13804                                 27           2      1   1508     -0.76         -   65
  archaea     Echinosporangium_transversalis_NRRL_5525_NODE_3                         48          96      1   1508      0.24         -   43
  archaea     Rhizopus_oryzae_NRRL_6400_NODE_3                                        43          96      1   1508      0.82         -   56
  archaea     Rhizopus_stolonifer_SM61_NODE_25                                        51        1508      1   1508    601.09         -   55
  archaea     Rhizopus_stolonifer_SM61_NODE_25                                       184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM61_NODE_28                                       663         734      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM61_NODE_28                                       511         501      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM61_NODE_222                                      261         389      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM61_NODE_15                                        80         153      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM61_NODE_15                                       206         192      1   1508     -0.81         -   27
  archaea     Linderina_pennispora_NRRL_3781_NODE_4.3                               1472        1514      1   1508     18.43         -   40
  archaea     Linderina_pennispora_NRRL_3781_NODE_4.3                                245         233      1   1508      0.03         -   38
  archaea     Rhizopus_stolonifer_SM11_NODE_1.1                                      831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM11_NODE_1.1                                      777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM11_NODE_23                                         9         316      1   1508     45.76         -   52
  archaea     Rhizopus_stolonifer_SM11_NODE_17                                       201         216      1   1508     -0.90         -   31
  archaea     Mucor_ramosissimus_NRRL_3042_NODE_11243                                 22         330      1   1508    134.84         -   51
  archaea     Mucor_ramosissimus_NRRL_3042_NODE_13437                                 84         262      1   1508     75.00         -   56
  archaea     Rhizopus_stolonifer_SM66_NODE_3                                        685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM66_NODE_3                                       1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_sp._NRRL_2934_NODE_1488                                        50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_sp._NRRL_2934_NODE_1488                                       707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM_4_NODE_38                                         6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_28                                        51        1524      1   1508    799.00         -   59
  archaea     Rhizopus_stolonifer_SM_4_NODE_30                                        51        1537      1   1508    605.07         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_30                                       464         449      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM_4_NODE_229                                       50        1099      1   1508    260.59         -   54
  archaea     Rhizopus_stolonifer_SM_4_NODE_229                                      667         657      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_1244                                       3         491      1   1508    330.86         -   56
  archaea     Rhizopus_stolonifer_SM_4_NODE_1590                                     263         391      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_4_NODE_1038                                     181         252      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_4_NODE_2435                                       9          30      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_4_NODE_2435                                      43          33      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_4_NODE_2593                                       9          63      1   1508     63.45         -   58
  archaea     Rhizopus_stolonifer_SM_4_NODE_579                                        9          63      1   1508     63.45         -   58
  archaea     Apophysomyces_sp._BC1034_NODE_1733                                      50        1525      1   1508    557.48         -   56
  archaea     Apophysomyces_sp._BC1034_NODE_1733                                     707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM122_NODE_35                                      104         185      1   1508      2.35         -   45
  archaea     Rhizopus_stolonifer_SM122_NODE_35.1                                     11          32      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM25_NODE_1                                        702         773      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM25_NODE_1                                        648         632      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM25_NODE_15                                       195         266      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM25_NODE_15                                       814         800      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM25_NODE_5                                        148         139      1   1508     -0.16         -   40
  archaea     Rhizopus_oryzae_NRRL_6202_NODE_7.1                                     199         240      1   1508      9.82         -   36
  archaea     Rhizopus_acetoinus_NRRL_549_NODE_2                                     239         281      1   1508     15.92         -   42
  archaea     Coemansia_sp._RSA_518_NODE_3                                           659         706      1   1508      4.61         -   46
  archaea     Coemansia_sp._RSA_518_NODE_3                                           241         229      1   1508      0.03         -   38
  archaea     Coemansia_sp._RSA_518_NODE_3.1                                         346         388      1   1508     18.43         -   40
  archaea     Coemansia_sp._RSA_518_NODE_3.2                                          14          76      1   1508     -0.53         -   44
  archaea     Rhizopus_stolonifer_SM78_NODE_28                                       810         881      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM78_NODE_28                                       756         740      1   1508      1.05         -   41
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_115                                 51        1556      1   1508    742.15         -   54
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_115                                692         680      1   1508     -0.63         -   46
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_223                                 50        1527      1   1508    578.32         -   56
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_223                                709         659      1   1508     -0.17         -   47
  archaea     Rhizopus_arrhizus_NRRL_A-11376_NODE_6966                               239         279      1   1508     15.02         -   44
  archaea     Rhizopus_stolonifer_SM_22_NODE_15                                        2        1445      1   1508    678.24         -   55
  archaea     Rhizopus_stolonifer_SM_22_NODE_42                                        6         160      1   1508     19.56         -   56
  archaea     Rhizopus_stolonifer_SM_22_NODE_51                                        6         160      1   1508     18.42         -   56
  archaea     Rhizopus_stolonifer_SM42_NODE_3                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM42_NODE_3                                        777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM_136_NODE_14                                     609        1482      1   1508    530.63         -   56
  archaea     Rhizopus_stolonifer_SM_136_NODE_14                                     514         504      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_136_NODE_170                                    263         391      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM97_NODE_190                                      123         196      1   1508      8.31         -   35
  archaea     Rhizopus_stolonifer_SM97_NODE_68                                        14          35      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM97_NODE_68.1                                      58          49      1   1508     -0.16         -   40
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_778                           661         783      1   1508     41.98         -   42
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_778                           585         568      1   1508      0.08         -   44
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_575                           102         935      1   1508    204.60         -   43
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_575                            38          29      1   1508      0.79         -   40
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_575.1                         508         562      1   1508     28.15         -   60
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_575.1                         451         433      1   1508     -0.96         -   37
  archaea     Circinella_simplex_CBS_142.35_NODE_2600                                 50        1525      1   1508    552.23         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_2600                                667         657      1   1508      1.79         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_5419                                  4        1039      1   1508    428.80         -   54
  archaea     Circinella_simplex_CBS_142.35_NODE_5419                                153         138      1   1508      0.88         -   44
  archaea     Circinella_simplex_CBS_142.35_NODE_6684                                147         731      1   1508    288.61         -   54
  archaea     Circinella_simplex_CBS_142.35_NODE_6684                                329         320      1   1508      0.79         -   40
  archaea     Circinella_simplex_CBS_142.35_NODE_8010                                201         492      1   1508    168.24         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_9909                                  1         329      1   1508    165.45         -   53
  archaea     Circinella_simplex_CBS_142.35_NODE_4942                                 51         362      1   1508     68.39         -   54
  archaea     Circinella_simplex_CBS_142.35_NODE_7820                                 51         354      1   1508     36.07         -   58
  archaea     Circinella_simplex_CBS_142.35_NODE_2590                                  6         353      1   1508     77.86         -   57
  archaea     Circinella_simplex_CBS_142.35_NODE_10877                                 1         242      1   1508    159.16         -   52
  archaea     Circinella_simplex_CBS_142.35_NODE_15196                                 1         190      1   1508    103.39         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_3435                                  1         173      1   1508    126.90         -   61
  archaea     Circinella_simplex_CBS_142.35_NODE_17931                                 1         116      1   1508     70.19         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_19079                                 4         104      1   1508     47.70         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_19214                                 4         104      1   1508     44.38         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_22156                                 1          98      1   1508     47.06         -   55
  archaea     Circinella_simplex_CBS_142.35_NODE_2750                                 39           4      1   1508     -0.64         -   56
  archaea     Circinella_simplex_CBS_142.35_NODE_14654                                 1          52      1   1508     57.81         -   56
  archaea     Mortierella_elongata_GBA40_NODE_1                                      474         530      1   1508     29.03         -   49
  archaea     Mortierella_sp_AD010_NODE_2924                                          11         106      1   1508     14.44         -   52
  archaea     Mortierella_sp_AD010_NODE_104                                          111         194      1   1508     25.88         -   52
  archaea     Mortierella_sp_AD010_NODE_838                                          119         164      1   1508      9.16         -   57
  archaea     Mucor_miehei_NRRL_5902_NODE_943                                         60         416      1   1508     83.56         -   40
  archaea     Mucor_miehei_NRRL_5902_NODE_53                                          42         211      1   1508     32.45         -   46
  archaea     Mucor_miehei_NRRL_5902_NODE_53                                         129         112      1   1508      1.19         -   39
  archaea     Mucor_miehei_NRRL_5902_NODE_11326                                       94         162      1   1508     19.43         -   43
  archaea     Mucor_miehei_NRRL_5902_NODE_11326                                      293         281      1   1508     -0.63         -   46
  archaea     Mucor_miehei_NRRL_5902_NODE_4704                                         1         225      1   1508     58.35         -   48
  archaea     Mucor_miehei_NRRL_5902_NODE_6019                                       356         424      1   1508      7.46         -   58
  archaea     Rhizopus_stolonifer_SM_48_NODE_14                                        6        1160      1   1508    434.14         -   55
  archaea     Rhizopus_stolonifer_SM_48_NODE_14.1                                      1         380      1   1508    228.65         -   57
  archaea     Rhizopus_stolonifer_SM_48_NODE_12                                      684         755      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_48_NODE_15                                      245         318      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM_48_NODE_15                                      371         357      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_48_NODE_53                                        4         155      1   1508     79.16         -   56
  archaea     Rhizopus_stolonifer_SM_48_NODE_56                                        4         155      1   1508     75.83         -   55
  archaea     Mucor_hiemalis_f._hiemalis_NRRL_3624_NODE_7042                          14         214      1   1508    102.87         -   56
  archaea     Rhizopus_microsporus_NRRL_5546_NODE_1416                                50        1525      1   1508    564.54         -   56
  archaea     Rhizopus_microsporus_NRRL_5546_NODE_1416                               707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM_80_NODE_3                                       831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM_80_NODE_3                                       777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM_80_NODE_258                                     294         422      1   1508     11.55         -   39
  archaea     Rhizopus_stolonifer_SM_80_NODE_85                                      702         797      1   1508      5.66         -   43
  archaea     Rhizopus_stolonifer_SM_80_NODE_85                                      743         735      1   1508     -0.88         -   56
  archaea     Rhizopus_stolonifer_SM35_NODE_3                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM35_NODE_3                                        777         761      1   1508      1.05         -   41
  archaea     Dissophora_ornata_NRRL_22417_NODE_838                                  121         185      1   1508     35.72         -   48
  archaea     Dissophora_ornata_NRRL_22417_NODE_838                                  196         179      1   1508      0.96         -   44
  archaea     Rhizopus_microsporus_NRRL_5550_NODE_1411                                50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_microsporus_NRRL_5550_NODE_1411                               707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_stolonifer_SM_98_NODE_531                                       2        1065      1   1508    419.89         -   55
  archaea     Rhizopus_stolonifer_SM_98_NODE_74                                        1         377      1   1508    224.45         -   57
  archaea     Rhizopus_stolonifer_SM_98_NODE_5579                                      1         285      1   1508    162.17         -   57
  archaea     Rhizopus_stolonifer_SM_98_NODE_16030                                    81         200      1   1508     43.66         -   55
  archaea     Rhizopus_stolonifer_SM_98_NODE_16434                                     4         155      1   1508     79.16         -   56
  archaea     Rhizopus_stolonifer_SM_98_NODE_16462                                     4         155      1   1508     75.83         -   55
  archaea     Rhizopus_stolonifer_SM_98_NODE_82                                        6         160      1   1508     19.56         -   56
  archaea     Rhizopus_stolonifer_SM_98_NODE_16374                                     6         160      1   1508     18.42         -   56
  archaea     Rhizopus_arrhizus_NRRL_66565_NODE_10                                   237         279      1   1508      1.74         -   42
  archaea     Rhizopus_arrhizus_NRRL_A-17011_NODE_4472                               126         199      1   1508      8.31         -   35
  archaea     Rhizopus_stolonifer_SM_50_NODE_76                                        6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_50_NODE_662                                     208        1232      1   1508    521.92         -   54
  archaea     Rhizopus_stolonifer_SM_50_NODE_666                                       1         766      1   1508    481.61         -   56
  archaea     Rhizopus_stolonifer_SM_50_NODE_9312                                    130         412      1   1508    147.49         -   54
  archaea     Rhizopus_stolonifer_SM_50_NODE_9312                                    312         303      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM_50_NODE_52                                      682         753      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_50_NODE_52                                      530         520      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_50_NODE_7748                                      2         374      1   1508    216.18         -   53
  archaea     Rhizopus_stolonifer_SM_50_NODE_859                                      51         346      1   1508     76.28         -   56
  archaea     Rhizopus_stolonifer_SM_50_NODE_410                                      50         347      1   1508     43.83         -   58
  archaea     Rhizopus_stolonifer_SM_50_NODE_2428                                     51         281      1   1508     26.57         -   57
  archaea     Rhizopus_stolonifer_SM_50_NODE_10772                                   234         362      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_50_NODE_356                                      50         118      1   1508      3.38         -   57
  archaea     Rhizopus_stolonifer_SM_50_NODE_1454                                     20          74      1   1508     63.45         -   58
  archaea     Rhizopus_stolonifer_SM_50_NODE_97                                       20          74      1   1508     63.45         -   58
  archaea     Coemansia_sp._RSA_2336_NODE_1                                         1454        1496      1   1508     23.31         -   42
  archaea     Coemansia_sp._RSA_2336_NODE_1                                          241         229      1   1508      0.03         -   38
